focal.species,plot,treatment,subplot,mature,immature,survival.to.reproduction,notes,inflorescences,inviable
Daucus glochidiatus,4,C,2,10,20,yes,NA,NA,NA
Daucus glochidiatus,4,C,3,NA,NA,yes,NA,NA,NA
Daucus glochidiatus,5,E,1,0,10,yes,NA,NA,NA
Daucus glochidiatus,5,E,3,4,14,yes,NA,NA,NA
Daucus glochidiatus,5,C,1,0,30,yes,NA,NA,NA
Daucus glochidiatus,5,C,2,0,10,yes,NA,NA,NA
Daucus glochidiatus,7,E,1,24,2,yes,NA,NA,NA
Daucus glochidiatus,7,E,2,12,6,yes,NA,NA,NA
Daucus glochidiatus,7,E,3,0,0,no,NA,NA,NA
Daucus glochidiatus,7,C,1,12,4,yes,NA,NA,NA
Daucus glochidiatus,7,C,2,8,0,yes,NA,NA,NA
Daucus glochidiatus,7,C,3,15,6,yes,NA,NA,NA
Daucus glochidiatus,8,E,1,22,8,yes,NA,NA,NA
Daucus glochidiatus,8,E,2,6,2,yes,NA,NA,NA
Daucus glochidiatus,8,E,3,39,4,yes,NA,NA,NA
Daucus glochidiatus,8,C,1,2,0,yes,NA,NA,NA
Daucus glochidiatus,8,C,2,16,0,yes,NA,NA,NA
Daucus glochidiatus,9,E,1,16,0,yes,NA,NA,NA
Daucus glochidiatus,9,E,2,9,0,yes,NA,NA,NA
Daucus glochidiatus,9,E,3,8,2,yes,NA,NA,NA
Daucus glochidiatus,9,C,1,14,0,yes,NA,NA,NA
Daucus glochidiatus,9,C,2,8,0,yes,NA,NA,NA
Daucus glochidiatus,9,C,3,49,10,yes,NA,NA,NA
Daucus glochidiatus,10,E,1,4,2,yes,NA,NA,NA
Daucus glochidiatus,10,E,2,11,2,yes,NA,NA,NA
Daucus glochidiatus,10,E,3,2,6,yes,NA,NA,NA
Daucus glochidiatus,10,C,1,2,0,yes,NA,NA,NA
Daucus glochidiatus,10,C,2,21,12,yes,NA,NA,NA
Daucus glochidiatus,10,C,3,10,10,yes,NA,NA,NA
Daucus glochidiatus,11,E,1,10,4,yes,NA,NA,NA
Daucus glochidiatus,11,E,2,6,2,yes,NA,NA,NA
Daucus glochidiatus,11,E,3,11,0,yes,NA,NA,NA
Daucus glochidiatus,11,C,1,2,4,yes,NA,NA,NA
Daucus glochidiatus,11,C,2,4,6,yes,NA,NA,NA
Daucus glochidiatus,11,C,3,8,0,yes,NA,NA,NA
Daucus glochidiatus,12,E,1,17,12,yes,NA,NA,NA
Daucus glochidiatus,12,E,2,0,4,yes,NA,NA,NA
Daucus glochidiatus,12,E,3,12,0,yes,NA,NA,NA
Daucus glochidiatus,12,C,1,8,6,yes,NA,NA,NA
Daucus glochidiatus,12,C,2,11,0,yes,NA,NA,NA
Daucus glochidiatus,12,C,3,23,18,yes,NA,NA,NA
Daucus glochidiatus,13,E,1,31,6,yes,NA,NA,NA
Daucus glochidiatus,13,E,2,10,6,yes,NA,NA,NA
Daucus glochidiatus,13,E,3,9,4,yes,NA,NA,NA
Daucus glochidiatus,13,C,1,4,4,yes,NA,NA,NA
Daucus glochidiatus,13,C,2,10,10,yes,NA,NA,NA
Daucus glochidiatus,13,C,3,18,12,yes,NA,NA,NA
Daucus glochidiatus,14,E,1,37,6,yes,NA,NA,NA
Daucus glochidiatus,14,E,2,31,16,yes,NA,NA,NA
Daucus glochidiatus,14,E,3,26,8,yes,NA,NA,NA
Daucus glochidiatus,14,C,1,41,0,yes,NA,NA,NA
Daucus glochidiatus,14,C,2,30,4,yes,NA,NA,NA
Daucus glochidiatus,14,C,3,49,6,yes,NA,NA,NA
Daucus glochidiatus,15,E,1,14,30,yes,NA,NA,NA
Daucus glochidiatus,15,E,2,16,20,yes,NA,NA,NA
Daucus glochidiatus,15,E,3,36,10,yes,NA,NA,NA
Daucus glochidiatus,15,C,1,6,8,yes,NA,NA,NA
Daucus glochidiatus,15,C,2,2,4,yes,NA,NA,NA
Daucus glochidiatus,15,C,3,12,8,yes,NA,NA,NA
Daucus glochidiatus,16,E,1,12,4,yes,NA,NA,NA
Daucus glochidiatus,16,E,2,24,14,yes,NA,NA,NA
Daucus glochidiatus,16,E,3,17,6,yes,NA,NA,NA
Daucus glochidiatus,16,C,1,7,2,yes,NA,NA,NA
Daucus glochidiatus,16,C,2,6,2,yes,NA,NA,NA
Daucus glochidiatus,16,C,3,6,0,yes,NA,NA,NA
Gilberta tenuifolia,1,E,1,134,NA,yes,NA,33,8
Gilberta tenuifolia,1,E,2,232,NA,yes,NA,72,32
Gilberta tenuifolia,1,E,3,154,NA,yes,NA,39,27
Gilberta tenuifolia,1,C,1,31,NA,yes,NA,12,8
Gilberta tenuifolia,1,C,2,37,NA,yes,NA,15,6
Gilberta tenuifolia,1,C,3,65,NA,yes,NA,17,2
Gilberta tenuifolia,2,E,1,103,NA,yes,NA,25,1
Gilberta tenuifolia,2,E,2,333,NA,yes,NA,90,23
Gilberta tenuifolia,2,E,3,121,NA,yes,NA,34,11
Gilberta tenuifolia,2,C,1,152,NA,yes,NA,44,1
Gilberta tenuifolia,2,C,2,66,NA,yes,NA,12,0
Gilberta tenuifolia,2,C,3,48,NA,yes,NA,17,1
Gilberta tenuifolia,3,E,1,121,NA,yes,NA,40,11
Gilberta tenuifolia,3,E,2,58,NA,yes,NA,25,3
Gilberta tenuifolia,3,E,3,26,NA,yes,NA,6,3
Gilberta tenuifolia,3,C,1,30,NA,yes,NA,10,0
Gilberta tenuifolia,3,C,2,24,NA,yes,NA,8,5
Gilberta tenuifolia,3,C,3,102,NA,yes,NA,30,8
Gilberta tenuifolia,4,E,1,94,NA,yes,NA,28,1
Gilberta tenuifolia,4,E,2,37,NA,yes,NA,9,1
Gilberta tenuifolia,4,E,3,128,NA,yes,NA,35,1
Gilberta tenuifolia,4,C,1,52,NA,yes,NA,10,0
Gilberta tenuifolia,4,C,2,12,NA,yes,NA,4,0
Gilberta tenuifolia,4,C,3,9,NA,yes,NA,5,0
Gilberta tenuifolia,5,E,1,60,NA,yes,NA,13,10
Gilberta tenuifolia,5,E,2,51,NA,yes,NA,19,13
Gilberta tenuifolia,5,E,3,22,NA,yes,NA,24,20
Gilberta tenuifolia,5,C,1,65,NA,yes,NA,10,4
Gilberta tenuifolia,5,C,2,36,NA,yes,NA,19,7
Gilberta tenuifolia,5,C,3,67,NA,yes,NA,21,5
Gilberta tenuifolia,6,E,1,69,NA,yes,NA,22,2
Gilberta tenuifolia,6,E,2,95,NA,yes,NA,29,9
Gilberta tenuifolia,6,E,3,32,NA,yes,NA,11,2
Gilberta tenuifolia,6,C,1,61,NA,yes,NA,15,3
Gilberta tenuifolia,6,C,2,7,NA,yes,NA,8,0
Gilberta tenuifolia,6,C,3,11,NA,yes,NA,9,0
Gilberta tenuifolia,7,E,1,41,NA,yes,NA,31,6
Gilberta tenuifolia,7,E,2,3,NA,yes,NA,2,0
Gilberta tenuifolia,7,E,3,36,NA,yes,NA,19,8
Gilberta tenuifolia,7,C,1,32,NA,yes,NA,12,1
Gilberta tenuifolia,7,C,2,11,NA,yes,NA,10,3
Gilberta tenuifolia,7,C,3,15,NA,yes,NA,6,2
Gilberta tenuifolia,8,E,1,NA,NA,yes,NA,NA,NA
Gilberta tenuifolia,8,E,2,7,NA,yes,NA,18,3
Gilberta tenuifolia,8,E,3,53,NA,yes,NA,13,0
Gilberta tenuifolia,8,C,1,18,NA,yes,NA,4,1
Gilberta tenuifolia,8,C,2,59,NA,yes,NA,27,0
Gilberta tenuifolia,8,C,3,29,NA,yes,NA,20,13
Gilberta tenuifolia,9,E,1,336,NA,yes,NA,69,29
Gilberta tenuifolia,9,E,2,193,NA,yes,NA,50,23
Gilberta tenuifolia,9,E,3,34,NA,yes,NA,25,29
Gilberta tenuifolia,9,C,1,77,NA,yes,NA,12,4
Gilberta tenuifolia,9,C,2,151,NA,yes,NA,49,48
Gilberta tenuifolia,9,C,3,127,NA,yes,NA,30,20
Gilberta tenuifolia,10,E,1,2,NA,yes,NA,10,5
Gilberta tenuifolia,10,E,2,30,NA,yes,NA,11,0
Gilberta tenuifolia,10,E,3,48,NA,yes,NA,9,1
Gilberta tenuifolia,10,C,1,34,NA,yes,NA,8,2
Gilberta tenuifolia,10,C,2,4,NA,yes,NA,2,1
Gilberta tenuifolia,10,C,3,161,NA,yes,NA,38,18
Gilberta tenuifolia,11,E,1,102,NA,yes,NA,29,13
Gilberta tenuifolia,11,E,2,110,NA,yes,NA,58,3
Gilberta tenuifolia,11,E,3,86,NA,yes,NA,41,2
Gilberta tenuifolia,11,C,1,114,NA,yes,NA,17,6
Gilberta tenuifolia,11,C,2,21,NA,yes,NA,5,7
Gilberta tenuifolia,11,C,3,50,NA,yes,NA,13,4
Gilberta tenuifolia,12,E,1,78,NA,yes,NA,25,6
Gilberta tenuifolia,12,E,2,39,NA,yes,NA,9,4
Gilberta tenuifolia,12,E,3,88,NA,yes,NA,21,7
Gilberta tenuifolia,12,C,1,33,NA,yes,NA,13,10
Gilberta tenuifolia,12,C,2,4,NA,yes,NA,4,3
Gilberta tenuifolia,12,C,3,21,NA,yes,NA,4,2
Gilberta tenuifolia,13,E,1,19,NA,yes,NA,11,0
Gilberta tenuifolia,13,E,2,133,NA,yes,NA,62,18
Gilberta tenuifolia,13,E,3,37,NA,yes,NA,17,18
Gilberta tenuifolia,13,C,1,9,NA,yes,NA,10,8
Gilberta tenuifolia,13,C,2,78,NA,yes,NA,25,14
Gilberta tenuifolia,13,C,3,0,NA,yes,NA,19,0
Gilberta tenuifolia,14,E,1,119,NA,yes,NA,35,8
Gilberta tenuifolia,14,E,2,118,NA,yes,NA,44,7
Gilberta tenuifolia,14,E,3,15,NA,yes,NA,8,0
Gilberta tenuifolia,14,C,1,155,NA,yes,NA,38,6
Gilberta tenuifolia,14,C,2,89,NA,yes,NA,18,10
Gilberta tenuifolia,14,C,3,79,NA,yes,NA,13,2
Gilberta tenuifolia,15,E,1,147,NA,yes,NA,42,12
Gilberta tenuifolia,15,E,2,175,NA,yes,NA,72,16
Gilberta tenuifolia,15,E,3,39,NA,yes,NA,25,5
Gilberta tenuifolia,15,C,1,30,NA,yes,NA,12,12
Gilberta tenuifolia,15,C,2,17,NA,yes,NA,9,1
Gilberta tenuifolia,15,C,3,0,NA,yes,NA,3,1
Gilberta tenuifolia,16,E,1,108,NA,yes,NA,52,30
Gilberta tenuifolia,16,E,2,125,NA,yes,NA,32,1
Gilberta tenuifolia,16,E,3,141,NA,yes,NA,42,33
Gilberta tenuifolia,16,C,1,124,NA,yes,NA,64,27
Gilberta tenuifolia,16,C,2,17,NA,yes,NA,7,4
Gilberta tenuifolia,16,C,3,103,NA,yes,NA,39,16
Hyalosperma glutinosum,1,E,1,16,4,yes,NA,NA,0
Hyalosperma glutinosum,1,E,2,20,10,yes,NA,NA,0
Hyalosperma glutinosum,1,E,3,12,7,yes,NA,NA,0
Hyalosperma glutinosum,1,C,1,11,9,yes,NA,NA,0
Hyalosperma glutinosum,1,C,2,38,27,yes,NA,NA,0
Hyalosperma glutinosum,1,C,3,17,10,yes,NA,NA,0
Hyalosperma glutinosum,2,E,1,17,6,yes,NA,NA,0
Hyalosperma glutinosum,2,E,2,20,5,yes,NA,NA,0
Hyalosperma glutinosum,2,E,3,80,16,yes,NA,NA,0
Hyalosperma glutinosum,2,C,1,24,3,yes,NA,NA,0
Hyalosperma glutinosum,2,C,2,6,12,yes,NA,NA,0
Hyalosperma glutinosum,3,E,1,17,1,yes,NA,NA,0
Hyalosperma glutinosum,3,E,2,53,1,yes,NA,NA,0
Hyalosperma glutinosum,3,E,3,46,1,yes,NA,NA,0
Hyalosperma glutinosum,3,C,1,20,0,yes,NA,NA,0
Hyalosperma glutinosum,3,C,2,23,0,yes,NA,NA,0
Hyalosperma glutinosum,3,C,3,60,3,yes,NA,NA,0
Hyalosperma glutinosum,4,E,1,130,34,yes,NA,NA,0
Hyalosperma glutinosum,4,E,2,0,0,no,NA,NA,0
Hyalosperma glutinosum,4,E,3,1,0,yes,NA,NA,1
Hyalosperma glutinosum,4,C,1,14,13,yes,NA,NA,0
Hyalosperma glutinosum,4,C,2,7,3,yes,NA,NA,0
Hyalosperma glutinosum,4,C,3,12,5,yes,NA,NA,0
Hyalosperma glutinosum,5,E,1,9,0,yes,NA,NA,NA
Hyalosperma glutinosum,5,E,2,8,3,yes,NA,NA,NA
Hyalosperma glutinosum,5,E,3,8,0,yes,NA,NA,NA
Hyalosperma glutinosum,5,C,1,7,1,yes,NA,NA,NA
Hyalosperma glutinosum,5,C,2,6,0,yes,NA,NA,NA
Hyalosperma glutinosum,5,C,3,7,0,yes,NA,NA,NA
Hyalosperma glutinosum,6,E,1,45,4,yes,NA,NA,NA
Hyalosperma glutinosum,6,E,2,69,15,yes,NA,NA,NA
Hyalosperma glutinosum,6,E,3,49,3,yes,NA,NA,NA
Hyalosperma glutinosum,6,C,1,70,4,yes,NA,NA,NA
Hyalosperma glutinosum,6,C,2,128,4,yes,NA,NA,NA
Hyalosperma glutinosum,6,C,3,22,0,yes,NA,NA,NA
Hyalosperma glutinosum,7,E,1,201,12,yes,NA,NA,NA
Hyalosperma glutinosum,7,E,2,233,15,yes,NA,NA,NA
Hyalosperma glutinosum,7,E,3,62,12,yes,NA,NA,NA
Hyalosperma glutinosum,7,C,1,207,6,yes,NA,NA,NA
Hyalosperma glutinosum,7,C,2,98,4,yes,NA,NA,NA
Hyalosperma glutinosum,7,C,3,80,9,yes,NA,NA,NA
Hyalosperma glutinosum,8,E,1,10,8,yes,NA,NA,0
Hyalosperma glutinosum,8,E,2,39,27,yes,NA,NA,0
Hyalosperma glutinosum,8,E,3,36,18,yes,NA,NA,0
Hyalosperma glutinosum,8,C,1,42,6,yes,NA,NA,0
Hyalosperma glutinosum,8,C,2,63,13,yes,NA,NA,0
Hyalosperma glutinosum,8,C,3,21,25,yes,NA,NA,0
Hyalosperma glutinosum,9,E,1,71,16,yes,NA,NA,0
Hyalosperma glutinosum,9,E,2,25,0,yes,NA,NA,0
Hyalosperma glutinosum,9,E,3,81,20,yes,NA,NA,0
Hyalosperma glutinosum,9,C,1,44,7,yes,NA,NA,0
Hyalosperma glutinosum,9,C,2,13,0,yes,NA,NA,0
Hyalosperma glutinosum,9,C,3,87,20,yes,NA,NA,0
Hyalosperma glutinosum,10,E,1,97,18,yes,NA,NA,0
Hyalosperma glutinosum,10,E,2,98,13,yes,NA,NA,0
Hyalosperma glutinosum,10,E,3,35,8,yes,NA,NA,0
Hyalosperma glutinosum,10,C,1,18,2,yes,NA,NA,0
Hyalosperma glutinosum,10,C,2,55,38,yes,NA,NA,0
Hyalosperma glutinosum,11,E,1,362,22,yes,NA,NA,NA
Hyalosperma glutinosum,11,E,2,123,12,yes,NA,NA,NA
Hyalosperma glutinosum,11,E,3,0,0,no,NA,NA,0
Hyalosperma glutinosum,11,C,1,10,41,yes,NA,NA,NA
Hyalosperma glutinosum,11,C,2,179,9,yes,NA,NA,NA
Hyalosperma glutinosum,11,C,3,37,2,yes,NA,NA,NA
Hyalosperma glutinosum,12,E,1,42,1,yes,NA,NA,NA
Hyalosperma glutinosum,12,E,2,60,0,yes,NA,NA,NA
Hyalosperma glutinosum,12,E,3,16,1,yes,NA,NA,NA
Hyalosperma glutinosum,12,C,1,27,3,yes,NA,NA,NA
Hyalosperma glutinosum,12,C,2,69,0,yes,NA,NA,NA
Hyalosperma glutinosum,12,C,3,50,1,yes,NA,NA,NA
Hyalosperma glutinosum,13,E,1,16,2,yes,NA,NA,0
Hyalosperma glutinosum,13,E,2,67,20,yes,NA,NA,0
Hyalosperma glutinosum,13,E,3,7,0,yes,NA,NA,0
Hyalosperma glutinosum,13,C,1,41,8,yes,NA,NA,0
Hyalosperma glutinosum,13,C,2,22,6,yes,NA,NA,0
Hyalosperma glutinosum,13,C,3,58,16,yes,NA,NA,0
Hyalosperma glutinosum,14,E,1,113,15,yes,NA,NA,0
Hyalosperma glutinosum,14,E,2,36,7,yes,NA,NA,0
Hyalosperma glutinosum,14,C,1,9,0,yes,NA,NA,0
Hyalosperma glutinosum,14,C,2,73,17,yes,NA,NA,0
Hyalosperma glutinosum,14,C,3,20,10,yes,NA,NA,0
Hyalosperma glutinosum,15,E,1,59,0,yes,NA,NA,0
Hyalosperma glutinosum,15,E,3,26,5,yes,NA,NA,0
Hyalosperma glutinosum,15,C,1,20,6,yes,NA,NA,0
Hyalosperma glutinosum,15,C,2,7,0,yes,NA,NA,0
Hyalosperma glutinosum,15,C,3,27,0,yes,NA,NA,0
Hyalosperma glutinosum,16,E,1,74,6,yes,NA,NA,0
Hyalosperma glutinosum,16,E,2,48,0,yes,NA,NA,0
Hyalosperma glutinosum,16,E,3,61,1,yes,NA,NA,0
Hyalosperma glutinosum,16,C,1,12,3,yes,NA,NA,0
Hyalosperma glutinosum,16,C,2,18,2,yes,NA,NA,0
Hyalosperma glutinosum,16,C,3,14,0,yes,NA,NA,0
Medicago minima,1,E,1,20,NA,yes,NA,NA,NA
Medicago minima,1,E,2,8,NA,yes,NA,NA,NA
Medicago minima,1,E,3,3,NA,yes,NA,NA,NA
Medicago minima,1,C,1,14,NA,yes,NA,NA,NA
Medicago minima,1,C,2,3,NA,yes,NA,NA,NA
Medicago minima,1,C,3,3,NA,yes,NA,NA,NA
Medicago minima,2,E,1,8,NA,yes,NA,NA,NA
Medicago minima,2,E,2,11,NA,yes,NA,NA,NA
Medicago minima,2,E,3,11,NA,yes,NA,NA,NA
Medicago minima,2,C,1,18,NA,yes,NA,NA,NA
Medicago minima,2,C,2,0,NA,yes,NA,NA,NA
Medicago minima,2,C,3,12,NA,yes,NA,NA,NA
Medicago minima,3,E,1,12,NA,yes,NA,NA,NA
Medicago minima,3,E,2,21,NA,yes,NA,NA,NA
Medicago minima,3,E,3,10,NA,yes,NA,NA,NA
Medicago minima,3,C,1,8,NA,yes,NA,NA,NA
Medicago minima,3,C,2,0,NA,yes,NA,NA,NA
Medicago minima,3,C,3,16,NA,yes,NA,NA,NA
Medicago minima,4,E,1,3,NA,yes,NA,NA,NA
Medicago minima,4,E,2,2,NA,yes,NA,NA,NA
Medicago minima,4,E,3,6,NA,yes,NA,NA,NA
Medicago minima,4,C,1,3,NA,yes,NA,NA,NA
Medicago minima,4,C,2,4,NA,yes,NA,NA,NA
Medicago minima,4,C,3,9,NA,yes,NA,NA,NA
Medicago minima,5,E,1,13,NA,yes,NA,NA,NA
Medicago minima,5,E,2,7,NA,yes,NA,NA,NA
Medicago minima,5,E,3,9,NA,yes,NA,NA,NA
Medicago minima,5,C,1,7,NA,yes,NA,NA,NA
Medicago minima,5,C,2,9,NA,yes,NA,NA,NA
Medicago minima,5,C,3,0,NA,yes,NA,NA,NA
Medicago minima,6,E,1,8,NA,yes,NA,NA,NA
Medicago minima,6,E,2,5,NA,yes,NA,NA,NA
Medicago minima,6,E,3,6,NA,yes,NA,NA,NA
Medicago minima,6,C,1,6,NA,yes,NA,NA,NA
Medicago minima,6,C,2,4,NA,yes,NA,NA,NA
Medicago minima,6,C,3,13,NA,yes,NA,NA,NA
Medicago minima,7,E,1,14,NA,yes,NA,NA,NA
Medicago minima,7,E,2,7,NA,yes,NA,NA,NA
Medicago minima,7,E,3,6,NA,yes,NA,NA,NA
Medicago minima,7,C,1,16,NA,yes,NA,NA,NA
Medicago minima,7,C,2,10,NA,yes,NA,NA,NA
Medicago minima,7,C,3,11,NA,yes,NA,NA,NA
Medicago minima,8,E,1,12,NA,yes,NA,NA,NA
Medicago minima,8,E,2,7,NA,yes,NA,NA,NA
Medicago minima,8,E,3,29,NA,yes,NA,NA,NA
Medicago minima,8,C,1,6,NA,yes,NA,NA,NA
Medicago minima,8,C,2,46,NA,yes,NA,NA,NA
Medicago minima,8,C,3,40,NA,yes,NA,NA,NA
Medicago minima,10,E,1,27,NA,yes,NA,NA,NA
Medicago minima,10,E,2,10,NA,yes,NA,NA,NA
Medicago minima,10,C,1,17,NA,yes,NA,NA,NA
Medicago minima,10,C,2,12,NA,yes,NA,NA,NA
Medicago minima,10,C,3,14,NA,yes,NA,NA,NA
Medicago minima,11,E,1,8,NA,yes,NA,NA,NA
Medicago minima,11,E,2,20,NA,yes,NA,NA,NA
Medicago minima,11,E,3,3,NA,yes,NA,NA,NA
Medicago minima,11,C,1,12,NA,yes,NA,NA,NA
Medicago minima,11,C,3,15,NA,yes,NA,NA,NA
Medicago minima,12,E,1,NA,NA,yes,NA,NA,NA
Medicago minima,12,E,2,17,NA,yes,NA,NA,NA
Medicago minima,12,C,1,NA,NA,yes,NA,NA,NA
Medicago minima,12,C,2,5,NA,yes,NA,NA,NA
Medicago minima,12,C,3,0,NA,yes,NA,NA,NA
Medicago minima,13,E,1,24,NA,yes,NA,NA,NA
Medicago minima,13,E,2,14,NA,yes,NA,NA,NA
Medicago minima,13,E,3,26,NA,yes,NA,NA,NA
Medicago minima,13,C,1,62,NA,yes,NA,NA,NA
Medicago minima,13,C,2,34,NA,yes,NA,NA,NA
