focal.species,plot,treatment,subplot,mature,immature,survival.to.reproduction,notes,inflorescences,inviable
Podolepis canescens,9,C,3,275,316,yes,NA,NA,NA
Podolepis canescens,10,E,1,16,360,yes,NA,NA,NA
Podolepis canescens,10,E,2,63,512,yes,NA,NA,NA
Podolepis canescens,10,E,3,48,351,yes,NA,NA,NA
Podolepis canescens,10,C,1,72,209,yes,NA,NA,NA
Podolepis canescens,10,C,2,12,237,yes,NA,NA,NA
Podolepis canescens,10,C,3,19,240,yes,NA,NA,NA
Podolepis canescens,11,E,1,39,289,yes,NA,NA,NA
Podolepis canescens,11,E,2,624,884,yes,NA,NA,NA
Podolepis canescens,11,E,3,371,559,yes,NA,NA,NA
Podolepis canescens,11,C,1,482,547,yes,NA,NA,NA
Podolepis canescens,11,C,2,411,889,yes,NA,NA,NA
Podolepis canescens,11,C,3,59,673,yes,NA,NA,NA
Podolepis canescens,12,E,1,7,600,yes,NA,NA,NA
Podolepis canescens,12,E,2,422,520,yes,NA,NA,NA
Podolepis canescens,12,E,3,127,311,yes,NA,NA,NA
Podolepis canescens,12,C,1,0,0,yes,NA,NA,NA
Podolepis canescens,12,C,2,48,581,yes,NA,NA,NA
Podolepis canescens,12,C,3,NA,NA,NA,NA,NA,NA
Podolepis canescens,13,E,2,2,112,yes,NA,NA,NA
Podolepis canescens,13,E,3,89,411,yes,NA,NA,NA
Podolepis canescens,13,C,1,161,65,yes,NA,NA,NA
Podolepis canescens,13,C,2,19,164,yes,NA,NA,NA
Podolepis canescens,13,C,3,12,61,yes,NA,NA,NA
Podolepis canescens,14,E,1,145,203,yes,NA,NA,NA
Podolepis canescens,14,E,2,23,248,yes,NA,NA,NA
Podolepis canescens,14,E,3,170,395,yes,NA,NA,NA
Podolepis canescens,14,C,1,57,140,yes,NA,NA,NA
Podolepis canescens,14,C,2,326,281,yes,NA,NA,NA
Podolepis canescens,14,C,3,205,442,yes,NA,NA,NA
Podolepis canescens,15,E,1,121,325,yes,NA,NA,NA
Podolepis canescens,15,E,2,2,217,yes,NA,NA,NA
Podolepis canescens,15,E,3,23,378,yes,NA,NA,NA
Podolepis canescens,15,C,1,11,112,yes,NA,NA,NA
Podolepis canescens,15,C,2,70,386,yes,NA,NA,NA
Podolepis canescens,15,C,3,177,331,yes,NA,NA,NA
Podolepis canescens,16,E,1,286,414,yes,NA,NA,NA
Podolepis canescens,16,E,2,NA,NA,NA,NA,NA,NA
Podolepis canescens,16,E,3,66,316,yes,NA,NA,NA
Podolepis canescens,16,C,1,94,128,yes,NA,NA,NA
Podolepis canescens,16,C,2,71,293,yes,NA,NA,NA
Podolepis canescens,16,C,3,NA,NA,NA,NA,NA,NA
Trachymene cyanopetala,1,E,2,35,0,yes,NA,NA,0
Trachymene cyanopetala,1,C,1,12,0,yes,NA,NA,0
Trachymene cyanopetala,2,E,1,86,2,yes,NA,NA,5
Trachymene cyanopetala,2,E,2,75,0,yes,NA,NA,6
Trachymene cyanopetala,2,E,3,78,4,yes,NA,NA,16
Trachymene cyanopetala,2,C,1,279,0,yes,NA,NA,25
Trachymene cyanopetala,2,C,2,173,0,yes,NA,NA,30
Trachymene cyanopetala,2,C,3,15,0,yes,NA,NA,4
Trachymene cyanopetala,3,E,1,26,2,yes,NA,NA,9
Trachymene cyanopetala,3,E,2,19,0,yes,NA,NA,7
Trachymene cyanopetala,3,E,3,41,0,yes,NA,NA,9
Trachymene cyanopetala,3,C,1,10,0,yes,NA,NA,0
Trachymene cyanopetala,3,C,2,35,0,yes,NA,NA,1
Trachymene cyanopetala,3,C,3,53,6,yes,NA,NA,6
Trachymene cyanopetala,4,E,1,14,0,yes,NA,NA,1
Trachymene cyanopetala,4,E,3,44,0,yes,NA,NA,4
Trachymene cyanopetala,4,C,3,26,2,yes,NA,NA,1
Trachymene cyanopetala,5,E,1,30,0,yes,NA,NA,16
Trachymene cyanopetala,5,E,2,34,0,yes,NA,NA,13
Trachymene cyanopetala,5,E,3,62,0,yes,NA,NA,6
Trachymene cyanopetala,5,C,1,41,0,yes,NA,NA,6
Trachymene cyanopetala,5,C,2,14,0,yes,NA,NA,1
Trachymene cyanopetala,5,C,3,27,0,yes,NA,NA,8
Trachymene cyanopetala,6,E,1,27,0,yes,NA,NA,0
Trachymene cyanopetala,6,E,2,17,4,yes,NA,NA,3
Trachymene cyanopetala,6,E,3,32,0,yes,NA,NA,5
Trachymene cyanopetala,6,C,2,9,0,yes,NA,NA,1
Trachymene cyanopetala,6,C,3,40,0,yes,NA,NA,12
Trachymene cyanopetala,7,E,2,102,2,yes,NA,NA,6
Trachymene cyanopetala,7,E,3,77,0,yes,NA,NA,3
Trachymene cyanopetala,7,C,1,86,0,yes,NA,NA,7
Trachymene cyanopetala,7,C,2,60,0,yes,NA,NA,12
Trachymene cyanopetala,7,C,3,159,10,yes,NA,NA,3
Trachymene cyanopetala,8,E,1,14,0,yes,NA,NA,0
Trachymene cyanopetala,8,E,2,15,0,yes,NA,NA,1
Trachymene cyanopetala,8,E,3,5,0,yes,NA,NA,0
Trachymene cyanopetala,8,C,1,4,0,yes,NA,NA,0
Trachymene cyanopetala,8,C,2,8,2,yes,NA,NA,12
Trachymene cyanopetala,8,C,3,95,4,yes,NA,NA,9
Trachymene cyanopetala,9,E,3,40,2,yes,NA,NA,7
Trachymene cyanopetala,9,C,2,13,0,yes,NA,NA,3
Trachymene cyanopetala,9,C,3,4,0,yes,NA,NA,0
Trachymene cyanopetala,10,E,1,76,0,yes,NA,NA,13
Trachymene cyanopetala,10,E,2,184,0,yes,NA,NA,40
Trachymene cyanopetala,10,E,3,10,0,yes,NA,NA,6
Trachymene cyanopetala,10,C,2,11,2,yes,NA,NA,2
Trachymene cyanopetala,12,E,1,46,0,yes,NA,NA,13
Trachymene cyanopetala,12,E,2,36,10,yes,NA,NA,4
Trachymene cyanopetala,12,C,2,19,0,yes,NA,NA,3
Trachymene cyanopetala,12,C,3,98,4,yes,NA,NA,11
Trachymene cyanopetala,13,E,1,144,8,yes,NA,NA,9
Trachymene cyanopetala,13,E,2,59,4,yes,NA,NA,7
Trachymene cyanopetala,13,E,3,59,2,yes,NA,NA,8
Trachymene cyanopetala,13,C,1,96,0,yes,NA,NA,5
Trachymene cyanopetala,14,E,1,26,0,yes,NA,NA,15
Trachymene cyanopetala,14,E,2,78,12,yes,NA,NA,7
Trachymene cyanopetala,14,E,3,39,0,yes,NA,NA,1
Trachymene cyanopetala,14,C,1,26,0,yes,NA,NA,11
Trachymene cyanopetala,14,C,2,38,0,yes,NA,NA,9
Trachymene cyanopetala,14,C,3,108,2,yes,NA,NA,8
Trachymene cyanopetala,15,E,1,202,10,yes,NA,NA,16
Trachymene cyanopetala,15,E,2,33,0,yes,NA,NA,3
Trachymene cyanopetala,15,E,3,149,16,yes,NA,NA,28
Trachymene cyanopetala,15,C,1,16,0,yes,NA,NA,0
Trachymene cyanopetala,15,C,2,180,4,yes,NA,NA,42
Trachymene cyanopetala,15,C,3,65,4,yes,NA,NA,5
Trachymene cyanopetala,16,E,1,47,0,yes,NA,NA,4
Trachymene cyanopetala,16,E,2,63,2,yes,NA,NA,4
Trachymene cyanopetala,17,E,1,69,0,yes,NA,NA,7
Trachymene cyanopetala,17,E,2,60,0,yes,NA,NA,8
Trachymene cyanopetala,17,E,3,31,0,yes,NA,NA,6
Trachymene cyanopetala,17,C,1,10,0,yes,NA,NA,0
Trachymene cyanopetala,17,C,2,67,0,yes,NA,NA,3
Trachymene cyanopetala,17,C,3,6,0,yes,NA,NA,0
Trachymene cyanopetala,18,E,1,34,0,yes,NA,NA,7
Trachymene cyanopetala,18,E,2,22,2,yes,NA,NA,2
Trachymene cyanopetala,18,E,3,24,0,yes,NA,NA,1
Trachymene cyanopetala,18,C,1,43,0,yes,NA,NA,12
Trachymene cyanopetala,18,C,2,2,2,yes,NA,NA,3
Trachymene cyanopetala,18,C,3,18,0,yes,NA,NA,4
Trachymene cyanopetala,19,E,1,18,0,yes,NA,NA,4
Trachymene cyanopetala,19,E,2,50,0,yes,NA,NA,9
Trachymene cyanopetala,19,E,3,50,0,yes,NA,NA,25
Trachymene cyanopetala,19,C,1,3,0,yes,NA,NA,7
Trachymene cyanopetala,19,C,2,92,0,yes,NA,NA,31
Trachymene cyanopetala,19,C,3,88,4,yes,NA,NA,17
Trachymene cyanopetala,20,E,1,25,0,yes,NA,NA,11
Trachymene cyanopetala,20,E,2,26,4,yes,NA,NA,6
Trachymene cyanopetala,20,E,3,131,10,yes,NA,NA,39
Trachymene cyanopetala,20,C,1,11,2,yes,NA,NA,4
Trachymene cyanopetala,20,C,2,58,8,yes,NA,NA,17
Trachymene cyanopetala,20,C,3,9,2,yes,NA,NA,2
Trachymene cyanopetala,21,E,1,2,0,yes,NA,NA,0
Trachymene cyanopetala,21,E,2,17,4,yes,NA,NA,1
Trachymene cyanopetala,21,E,3,16,0,yes,NA,NA,1
Trachymene cyanopetala,21,C,2,2,2,yes,NA,NA,0
Trachymene cyanopetala,21,C,3,4,0,yes,NA,NA,2
Trachymene cyanopetala,22,E,1,19,2,yes,NA,NA,0
Trachymene cyanopetala,22,E,2,16,4,yes,NA,NA,0
Trachymene cyanopetala,22,C,1,16,0,yes,NA,NA,0
Trachymene cyanopetala,22,C,2,9,0,yes,NA,NA,3
Trachymene cyanopetala,22,C,3,6,0,yes,NA,NA,2
Trachymene cyanopetala,24,E,1,10,0,yes,NA,NA,1
Trachymene cyanopetala,24,E,2,4,0,yes,NA,NA,0
Trachymene cyanopetala,24,E,3,20,0,yes,NA,NA,2
Trachymene cyanopetala,24,C,1,7,0,yes,NA,NA,2
Trachymene cyanopetala,24,C,2,20,0,yes,NA,NA,2
Trachymene cyanopetala,24,C,3,15,0,yes,NA,NA,2
Trachymene ornata,1,E,1,149,0,yes,NA,NA,0
Trachymene ornata,1,E,3,48,0,yes,NA,NA,0
Trachymene ornata,1,C,2,47,0,yes,NA,NA,0
Trachymene ornata,1,C,3,33,0,yes,NA,NA,0
Trachymene ornata,4,E,2,15,0,yes,NA,NA,2
Trachymene ornata,4,C,1,18,0,yes,NA,NA,2
Trachymene ornata,4,C,2,8,0,yes,NA,NA,0
Trachymene ornata,6,C,1,29,8,yes,NA,NA,2
Trachymene ornata,9,E,1,27,0,yes,NA,NA,1
Trachymene ornata,11,E,1,44,0,yes,NA,NA,4
Trachymene ornata,11,E,2,68,0,yes,NA,NA,17
Trachymene ornata,11,E,3,81,10,yes,NA,NA,10
Trachymene ornata,11,C,1,47,0,yes,NA,NA,6
Trachymene ornata,11,C,2,110,0,yes,NA,NA,7
Trachymene ornata,11,C,3,49,4,yes,NA,NA,7
Trachymene ornata,13,C,2,8,0,yes,NA,NA,0
Trachymene ornata,13,C,3,22,0,yes,NA,NA,0
Trachymene ornata,16,C,1,132,0,yes,NA,NA,3
Trachymene ornata,16,C,2,205,0,yes,NA,NA,1
Trachymene ornata,23,E,1,38,0,yes,NA,NA,2
Trachymene ornata,23,E,2,44,8,yes,NA,NA,6
Trachymene ornata,23,E,3,22,6,yes,NA,NA,2
Trachymene ornata,23,C,1,35,4,yes,NA,NA,1
Velleia rosea,1,E,2,31,5,yes,NA,NA,2
Velleia rosea,1,E,3,40,5,yes,NA,NA,0
Velleia rosea,1,C,1,17,0,yes,NA,NA,4
Velleia rosea,1,C,2,8,0,yes,NA,NA,0
Velleia rosea,1,C,3,7,2,yes,NA,NA,0
Velleia rosea,2,E,1,23,0,yes,NA,NA,10
Velleia rosea,2,E,3,6,0,yes,NA,NA,4
Velleia rosea,2,C,1,5,0,yes,NA,NA,1
Velleia rosea,2,C,2,15,0,yes,NA,NA,7
Velleia rosea,2,C,3,3,0,yes,NA,NA,1
Velleia rosea,3,E,1,32,0,yes,NA,NA,4
Velleia rosea,3,E,2,11,0,yes,NA,NA,2
Velleia rosea,3,E,3,6,0,yes,NA,NA,0
Velleia rosea,3,C,1,8,0,yes,NA,NA,3
Velleia rosea,3,C,2,7,0,yes,NA,NA,1
Velleia rosea,3,C,3,8,0,yes,NA,NA,0
Velleia rosea,4,E,1,30,3,yes,NA,NA,2
Velleia rosea,4,E,2,13,3,yes,NA,NA,4
Velleia rosea,4,E,3,9,2,yes,NA,NA,1
Velleia rosea,4,C,1,24,4,yes,NA,NA,1
Velleia rosea,4,C,2,21,0,yes,NA,NA,5
Velleia rosea,4,C,3,2,1,yes,NA,NA,3
Velleia rosea,5,E,1,3,0,yes,NA,NA,3
Velleia rosea,5,E,3,13,0,yes,NA,NA,3
Velleia rosea,5,C,1,9,0,yes,NA,NA,2
Velleia rosea,5,C,2,4,0,yes,NA,NA,1
Velleia rosea,6,E,1,3,0,yes,NA,NA,0
Velleia rosea,6,E,2,19,2,yes,NA,NA,1
Velleia rosea,6,E,3,8,0,yes,NA,NA,1
Velleia rosea,6,C,2,20,1,yes,NA,NA,4
Velleia rosea,6,C,3,28,2,yes,NA,NA,1
Velleia rosea,7,E,1,7,15,yes,NA,NA,0
Velleia rosea,7,E,2,6,11,yes,NA,NA,0
Velleia rosea,7,E,3,48,2,yes,NA,NA,4
Velleia rosea,7,C,2,24,1,yes,NA,NA,6
Velleia rosea,7,C,3,15,5,yes,NA,NA,0
Velleia rosea,8,E,1,5,0,yes,NA,NA,0
Velleia rosea,8,E,2,8,0,yes,NA,NA,1
Velleia rosea,8,E,3,3,0,yes,NA,NA,6
Velleia rosea,8,C,1,2,0,yes,NA,NA,0
Velleia rosea,8,C,2,NA,NA,NA,NA,NA,NA
Velleia rosea,8,C,3,16,0,yes,NA,NA,1
Velleia rosea,9,E,1,10,3,yes,NA,NA,1
Velleia rosea,9,E,3,0,3,yes,NA,NA,0
Velleia rosea,9,C,1,36,6,yes,NA,NA,8
Velleia rosea,9,C,2,5,0,yes,NA,NA,0
Velleia rosea,9,C,3,10,0,yes,NA,NA,1
Velleia rosea,10,E,1,16,11,yes,NA,NA,0
Velleia rosea,10,E,2,15,5,yes,NA,NA,0
Velleia rosea,10,E,3,8,6,yes,NA,NA,0
Velleia rosea,10,C,1,52,9,yes,NA,NA,0
Velleia rosea,10,C,2,10,3,yes,NA,NA,0
Velleia rosea,10,C,3,14,1,yes,NA,NA,0
Velleia rosea,11,E,1,12,0,yes,NA,NA,0
Velleia rosea,11,E,2,9,0,yes,NA,NA,2
Velleia rosea,11,E,3,17,0,yes,NA,NA,3
Velleia rosea,11,C,1,21,0,yes,NA,NA,4
Velleia rosea,11,C,2,10,0,yes,NA,NA,2
Velleia rosea,11,C,3,14,0,yes,NA,NA,6
Velleia rosea,12,E,1,16,0,yes,NA,NA,2
Velleia rosea,12,E,2,18,0,yes,NA,NA,3
Velleia rosea,12,E,3,21,0,yes,NA,NA,0
Velleia rosea,12,C,1,8,0,yes,NA,NA,0
Velleia rosea,12,C,2,4,0,yes,NA,NA,4
Velleia rosea,12,C,3,15,0,yes,NA,NA,8
Velleia rosea,13,E,1,39,2,yes,NA,NA,10
Velleia rosea,13,E,2,9,3,yes,NA,NA,1
Velleia rosea,13,E,3,13,2,yes,NA,NA,0
Velleia rosea,13,C,1,3,0,yes,NA,NA,2
Velleia rosea,13,C,2,8,0,yes,NA,NA,0
Velleia rosea,13,C,3,15,0,yes,NA,NA,5
Velleia rosea,14,E,1,19,1,yes,NA,NA,7
Velleia rosea,14,E,2,4,2,yes,NA,NA,0
Velleia rosea,14,E,3,28,1,yes,NA,NA,4
Velleia rosea,14,C,1,5,0,yes,NA,NA,0
Velleia rosea,14,C,2,2,0,yes,NA,NA,1
Velleia rosea,14,C,3,8,0,yes,NA,NA,7
Velleia rosea,15,E,2,14,0,yes,NA,NA,0
Velleia rosea,15,E,3,54,6,yes,NA,NA,0
Velleia rosea,15,C,1,22,10,yes,NA,NA,0
Velleia rosea,15,C,2,22,0,yes,NA,NA,1
Velleia rosea,15,C,3,7,1,yes,NA,NA,4
Velleia rosea,16,E,1,39,8,yes,NA,NA,0
Velleia rosea,16,E,2,44,15,yes,NA,NA,0
Velleia rosea,16,E,3,32,3,yes,NA,NA,9
Velleia rosea,16,C,1,14,5,yes,NA,NA,0
Velleia rosea,16,C,2,34,3,yes,NA,NA,8
Velleia rosea,9,E,2,NA,NA,NA,"no mature plants (recorded as ""not vero"" in survival record)",NA,NA
Pentameris airoides,14,C,1,NA,NA,NA,no plant,NA,NA
Pentameris airoides,15,C,3,NA,NA,NA,no plant,NA,NA
Velleia rosea,6,C,1,NA,NA,NA,no plant inside envelope,NA,NA
Trachymene cyanopetala,1,E,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,1,E,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,1,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,1,C,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,4,E,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,4,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,4,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,6,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,9,E,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,9,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,E,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,E,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,E,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,11,C,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,13,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,13,C,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,16,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,16,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,E,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,E,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,E,3,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,C,1,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,C,2,NA,NA,NA,ornata,NA,NA
Trachymene cyanopetala,23,C,3,NA,NA,NA,ornata,NA,NA
Velleia rosea,15,E,1,NA,NA,NA,plant damaged in experiment,NA,NA
Monoculus monstrosus,12,E,1,NA,NA,NA,plot removed,NA,NA
Monoculus monstrosus,12,E,2,NA,NA,NA,plot removed,NA,NA
Monoculus monstrosus,12,E,3,NA,NA,NA,plot removed,NA,NA
Monoculus monstrosus,12,C,1,NA,NA,NA,plot removed,NA,NA
Monoculus monstrosus,12,C,2,NA,NA,NA,plot removed,NA,NA
Monoculus monstrosus,12,C,3,NA,NA,NA,plot removed,NA,NA
Plantago debilis,15,E,1,NA,NA,yes,plot removed,NA,NA
Plantago debilis,15,E,2,NA,NA,yes,plot removed,NA,NA
Plantago debilis,15,E,3,NA,NA,yes,plot removed,NA,NA
Plantago debilis,15,C,1,NA,NA,yes,plot removed,NA,NA
Plantago debilis,15,C,2,NA,NA,yes,plot removed,NA,NA
Plantago debilis,15,C,3,NA,NA,yes,plot removed,NA,NA
Daucus glochidiatus,8,C,3,NA,NA,NA,see envelope,NA,NA
Velleia rosea,5,C,3,0,0,yes,see envelope,NA,0
Pentameris airoides,8,E,3,NA,NA,NA,subplot removed,NA,NA
Pentameris airoides,8,C,3,NA,NA,NA,subplot removed,NA,NA
Trachymene cyanopetala,7,E,1,NA,NA,NA,subplot removed,NA,NA
Trachymene cyanopetala,12,E,3,NA,NA,NA,subplot removed,NA,NA
Trachymene cyanopetala,12,C,1,NA,NA,NA,subplot removed,NA,NA
Trachymene ornata,7,E,1,NA,NA,NA,subplot removed,NA,NA
Plantago debilis,11,C,1,14,0,yes,TALK TO CATH (about 11 in general),NA,0
Medicago minima,11,C,2,14,NA,yes,"total seeds in envelope 28, but two plants of similar biomass so divided by 2",NA,NA
Plantago debilis,9,C,3,21,0,yes,was two plants (42 seeds in total so halved),NA,0
Trachymene cyanopetala,16,E,3,69,2,yes,,NA,5
Trachymene ornata,9,C,1,43,2,yes,,NA,1